Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Timestamp,Flow_Duration,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Bwd_Pkt_Len_Max,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Std,FIN_Flag_Cnt,Pkt_Size_Avg,Init_Bwd_Win_Byts,Idle_Mean,Idle_Max,Idle_Min,Label
46858,57905,443,204,47448,1048,90,1448.0,1448.0,1448.0,32177777.78,22222.22,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,32,11111.11,11111.11,0.0,0,2172.0,65,90.0,90.0,90.0,1
61785,25889,49438,233,8011,3479,7,35.0,35.0,35.0,10000000.0,285714.29,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,8,142857.14,142857.14,0.0,0,52.5,-1,7.0,7.0,7.0,1
12446,25883,10000,203,10101,3479,117,20.0,20.0,20.0,341880.34,17094.02,117.0,0.0,117.0,117.0,0.0,0.0,0.0,0.0,0.0,8,8547.01,8547.01,0.0,0,30.0,-1,117.0,117.0,117.0,1
47156,7,443,205,43238,3460,218,1441.0,1441.0,1441.0,13220183.49,9174.31,218.0,0.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0,32,4587.16,4587.16,0.0,0,2161.5,252,218.0,218.0,218.0,1
287,25889,33493,188,443,366,118,0.0,2896.0,1448.0,24542372.88,16949.15,118.0,0.0,118.0,118.0,0.0,118.0,118.0,0.0,118.0,64,0.0,16949.15,0.0,0,2172.0,41,118.0,118.0,118.0,1
10019,20835,7002,200,554,3698,1732,0.0,0.0,0.0,0.0,1154.73,1732.0,0.0,1732.0,1732.0,0.0,1732.0,1732.0,0.0,1732.0,44,0.0,1154.73,0.0,0,0.0,14600,1732.0,1732.0,1732.0,1
12723,25886,56275,200,9020,1488,134,0.0,2776.0,1388.0,20716417.91,14925.37,134.0,0.0,134.0,134.0,0.0,134.0,134.0,0.0,134.0,64,0.0,14925.37,0.0,0,2082.0,1869,134.0,134.0,134.0,1
12682,25883,9020,203,49784,2684,83,0.0,0.0,0.0,0.0,24096.39,83.0,0.0,83.0,83.0,0.0,83.0,83.0,0.0,83.0,64,0.0,24096.39,0.0,0,0.0,32505,83.0,83.0,83.0,0
13965,25883,64776,233,9988,3246,40,800.0,32.0,32.0,20800000.0,650000.0,1.6,1.12,6.0,0.0,34.0,0.0,0.0,0.0,0.0,8,625000.0,25000.0,0.0,0,33.23,-1,2.45,6.0,2.0,1
12447,25883,56361,203,10101,3345,289,5720.0,1430.0,1430.0,24740484.43,17301.04,72.25,1.71,74.0,70.0,217.0,0.0,0.0,0.0,0.0,8,13840.83,3460.21,0.0,0,1716.0,-1,72.25,74.0,70.0,1
12447,25883,56361,203,10101,3320,270,1780.0,1430.0,1430.0,11888888.89,11111.11,135.0,90.51,199.0,71.0,71.0,0.0,0.0,0.0,0.0,8,7407.41,3703.7,540.0,0,1546.67,-1,135.0,199.0,71.0,1
47156,7,443,205,43238,3437,75,1441.0,1441.0,1441.0,38426666.67,26666.67,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,32,13333.33,13333.33,0.0,0,2161.5,252,75.0,75.0,75.0,1
13964,25883,64775,233,9988,3227,143,32.0,32.0,32.0,447552.45,13986.01,143.0,0.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,8,6993.01,6993.01,0.0,0,48.0,-1,143.0,143.0,143.0,1
32920,44763,5355,200,554,3660,6749,0.0,0.0,0.0,0.0,296.34,6749.0,0.0,6749.0,6749.0,0.0,6749.0,6749.0,0.0,6749.0,44,0.0,296.34,0.0,0,0.0,14600,6749.0,6749.0,6749.0,1
61882,25889,51991,233,8899,3191,269,160.0,32.0,32.0,713754.65,22304.83,53.8,111.95,254.0,1.0,268.0,0.0,0.0,0.0,0.0,8,18587.36,3717.47,0.0,0,37.33,-1,67.0,254.0,2.0,1
12447,25883,56361,203,10101,3382,197,1864.0,1430.0,1430.0,16720812.18,15228.43,98.5,31.82,121.0,76.0,76.0,0.0,0.0,0.0,0.0,8,10152.28,5076.14,498.0,0,1574.67,-1,98.5,121.0,76.0,1
62785,25889,34661,235,443,338,117,0.0,2896.0,1448.0,24752136.75,17094.02,117.0,0.0,117.0,117.0,0.0,117.0,117.0,0.0,117.0,64,0.0,17094.02,0.0,0,2172.0,139,117.0,117.0,117.0,1
12660,25886,10127,200,9020,1063,146,0.0,0.0,0.0,0.0,20547.95,73.0,0.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,32,13698.63,6849.32,0.0,0,0.0,32594,73.0,73.0,73.0,1
12447,25883,56361,203,10101,3403,280,2860.0,1430.0,1430.0,15321428.57,10714.29,140.0,83.44,199.0,81.0,199.0,0.0,0.0,0.0,0.0,8,7142.86,3571.43,0.0,0,1906.67,-1,140.0,199.0,81.0,1
52803,10135,4641,205,19604,465,543,0.0,0.0,0.0,0.0,3683.24,543.0,0.0,543.0,543.0,0.0,543.0,543.0,0.0,543.0,40,0.0,3683.24,0.0,0,0.0,0,0.0,0.0,0.0,1
47156,7,443,205,43238,3268,237,1441.0,1441.0,1441.0,12160337.55,8438.82,237.0,0.0,237.0,237.0,0.0,0.0,0.0,0.0,0.0,32,4219.41,4219.41,0.0,0,2161.5,252,237.0,237.0,237.0,1
11769,24871,2842,200,554,3701,2097,0.0,0.0,0.0,0.0,953.74,2097.0,0.0,2097.0,2097.0,0.0,2097.0,2097.0,0.0,2097.0,44,0.0,953.74,0.0,0,0.0,14600,2097.0,2097.0,2097.0,1
61805,25889,49987,233,8011,3426,6,35.0,35.0,35.0,11666666.67,333333.33,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8,166666.67,166666.67,0.0,0,52.5,-1,6.0,6.0,6.0,1
5568,10815,3681,200,554,3696,5234,0.0,0.0,0.0,0.0,382.12,5234.0,0.0,5234.0,5234.0,0.0,5234.0,5234.0,0.0,5234.0,44,0.0,382.12,0.0,0,0.0,14600,5234.0,5234.0,5234.0,1
47140,25889,40292,8,443,1122,144,0.0,2896.0,1448.0,20111111.11,13888.89,144.0,0.0,144.0,144.0,0.0,144.0,144.0,0.0,144.0,64,0.0,13888.89,0.0,0,2172.0,147,144.0,144.0,144.0,1
13162,25883,51995,233,8899,3227,2,32.0,32.0,32.0,32000000.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8,500000.0,500000.0,0.0,0,48.0,-1,2.0,2.0,2.0,1
12656,25886,10119,200,9020,1042,144,0.0,4164.0,1388.0,28916666.67,20833.33,72.0,1.41,73.0,71.0,0.0,144.0,72.0,1.41,73.0,96,0.0,20833.33,0.0,0,1850.67,1869,72.0,73.0,71.0,1
12170,25885,0,200,0,3811,74,0.0,0.0,0.0,0.0,27027.03,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0,13513.51,13513.51,0.0,0,0.0,-1,74.0,74.0,74.0,1
63025,25889,56355,241,443,843,172,0.0,2327.0,1460.0,13529069.77,11627.91,172.0,0.0,172.0,172.0,0.0,172.0,172.0,0.0,172.0,40,0.0,11627.91,342.37,0,1893.5,30016,172.0,172.0,172.0,1
12693,25886,52735,200,9020,3122,147,0.0,2806.0,1388.0,19088435.37,20408.16,73.5,0.71,74.0,73.0,0.0,147.0,73.5,0.71,74.0,96,0.0,20408.16,679.0,0,1398.0,1869,73.5,74.0,73.0,1
63087,25889,39114,257,443,2545,120,0.0,2896.0,1448.0,24133333.33,16666.67,120.0,0.0,120.0,120.0,0.0,120.0,120.0,0.0,120.0,64,0.0,16666.67,0.0,0,2172.0,37,120.0,120.0,120.0,1
53971,12225,2164,205,19604,561,1126,0.0,0.0,0.0,0.0,1776.2,1126.0,0.0,1126.0,1126.0,0.0,1126.0,1126.0,0.0,1126.0,40,0.0,1776.2,0.0,0,0.0,0,1126.0,1126.0,1126.0,1
47157,25889,50966,10,443,2840,374,0.0,5792.0,1448.0,15486631.02,10695.19,124.67,12.5,139.0,116.0,0.0,374.0,124.67,12.5,139.0,128,0.0,10695.19,0.0,0,1810.0,528,124.67,139.0,116.0,0
63881,57910,8281,205,51298,3445,225,0.0,0.0,0.0,0.0,17777.78,75.0,2.65,77.0,72.0,0.0,225.0,75.0,2.65,77.0,80,0.0,17777.78,0.0,0,0.0,64240,75.0,77.0,72.0,1
62081,25889,56112,233,8043,3435,83,54.0,18.0,18.0,867469.88,48192.77,27.67,26.31,58.0,11.0,69.0,0.0,0.0,0.0,0.0,8,36144.58,12048.19,0.0,0,22.5,-1,27.67,58.0,11.0,1
12691,25886,52727,200,9020,2085,74,0.0,2776.0,1388.0,37513513.51,27027.03,74.0,0.0,74.0,74.0,0.0,74.0,74.0,0.0,74.0,64,0.0,27027.03,0.0,0,2082.0,1869,74.0,74.0,74.0,1
12682,25883,9020,203,49784,2829,137,30.0,1388.0,1388.0,10350364.96,14598.54,137.0,0.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0,32,7299.27,7299.27,784.04,0,1403.0,1869,137.0,137.0,137.0,0
12714,25883,9020,203,56196,870,70,1388.0,1388.0,1388.0,39657142.86,28571.43,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,32,14285.71,14285.71,0.0,0,2082.0,1869,70.0,70.0,70.0,1
12722,25886,56266,200,9020,1356,146,0.0,0.0,0.0,0.0,13698.63,146.0,0.0,146.0,146.0,0.0,0.0,0.0,0.0,0.0,32,6849.32,6849.32,0.0,0,0.0,32679,146.0,146.0,146.0,1
12713,25886,53264,200,9020,4186,133,0.0,0.0,0.0,0.0,15037.59,133.0,0.0,133.0,133.0,0.0,0.0,0.0,0.0,0.0,32,7518.8,7518.8,0.0,0,0.0,32679,133.0,133.0,133.0,1
47156,7,443,205,43238,3419,232,1441.0,1441.0,1441.0,12422413.79,8620.69,232.0,0.0,232.0,232.0,0.0,0.0,0.0,0.0,0.0,32,4310.34,4310.34,0.0,0,2161.5,252,232.0,232.0,232.0,1
35611,47451,8054,200,554,3629,1543,0.0,0.0,0.0,0.0,1296.18,1543.0,0.0,1543.0,1543.0,0.0,1543.0,1543.0,0.0,1543.0,44,0.0,1296.18,0.0,0,0.0,14600,1543.0,1543.0,1543.0,1
13162,25883,51995,233,8899,3223,2,32.0,32.0,32.0,32000000.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8,500000.0,500000.0,0.0,0,48.0,-1,2.0,2.0,2.0,1
12447,25883,56361,203,10101,3378,235,2860.0,1430.0,1430.0,18255319.15,12765.96,117.5,7.78,123.0,112.0,123.0,0.0,0.0,0.0,0.0,8,8510.64,4255.32,0.0,0,1906.67,-1,117.5,123.0,112.0,1
12695,25886,52739,200,9020,2310,120,0.0,1418.0,1388.0,11816666.67,16666.67,120.0,0.0,120.0,120.0,0.0,120.0,120.0,0.0,120.0,64,0.0,16666.67,784.04,0,1403.0,1869,120.0,120.0,120.0,1
47158,9,443,205,51875,2985,73,1448.0,1448.0,1448.0,39671232.88,27397.26,73.0,0.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,32,13698.63,13698.63,0.0,0,2172.0,252,73.0,73.0,73.0,1
63115,25889,51252,283,443,3520,189,0.0,4344.0,1448.0,22984126.98,15873.02,94.5,28.99,115.0,74.0,0.0,189.0,94.5,28.99,115.0,96,0.0,15873.02,0.0,0,1930.67,164,94.5,115.0,74.0,1
62433,25889,60159,233,8899,3244,8,32.0,32.0,32.0,8000000.0,250000.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8,125000.0,125000.0,0.0,0,48.0,-1,8.0,8.0,8.0,1
12446,25883,10000,203,10101,3460,149,0.0,96.0,32.0,644295.3,20134.23,74.5,0.71,75.0,74.0,0.0,149.0,74.5,0.71,75.0,24,0.0,20134.23,0.0,0,42.67,-1,74.5,75.0,74.0,1
12446,25883,10000,203,10101,3479,195,40.0,20.0,20.0,307692.31,15384.62,97.5,31.82,120.0,75.0,120.0,0.0,0.0,0.0,0.0,8,10256.41,5128.21,0.0,0,26.67,-1,97.5,120.0,75.0,1
47158,9,443,205,51875,2967,82,1448.0,1448.0,1448.0,35317073.17,24390.24,82.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,32,12195.12,12195.12,0.0,0,2172.0,252,82.0,82.0,82.0,1
12447,25883,56361,203,10101,3392,74,494.0,1430.0,1430.0,26000000.0,27027.03,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,8,13513.51,13513.51,540.4,0,1677.0,-1,74.0,74.0,74.0,1
46853,57905,443,204,47438,1048,145,2896.0,1448.0,1448.0,29958620.69,20689.66,72.5,0.71,73.0,72.0,72.0,0.0,0.0,0.0,0.0,32,13793.1,6896.55,0.0,0,1930.67,70,72.5,73.0,72.0,1
225,25860,443,201,56826,3986,118,37.0,187.0,187.0,1898305.08,16949.15,118.0,0.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,8,8474.58,8474.58,86.6,0,205.5,-1,118.0,118.0,118.0,1
62386,25889,60112,233,8899,3237,76,32.0,32.0,32.0,842105.26,26315.79,76.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,8,13157.89,13157.89,0.0,0,48.0,-1,76.0,76.0,76.0,1
61785,25889,49438,233,8011,3495,4,35.0,35.0,35.0,17500000.0,500000.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8,250000.0,250000.0,0.0,0,52.5,-1,4.0,4.0,4.0,1
12446,25883,10000,203,10101,3466,186,2860.0,1430.0,1430.0,23064516.13,16129.03,93.0,31.11,115.0,71.0,71.0,0.0,0.0,0.0,0.0,8,10752.69,5376.34,0.0,0,1906.67,-1,93.0,115.0,71.0,1
12651,25886,10105,200,9020,599,150,0.0,0.0,0.0,0.0,20000.0,75.0,1.41,76.0,74.0,76.0,0.0,0.0,0.0,0.0,32,13333.33,6666.67,0.0,0,0.0,32594,75.0,76.0,74.0,1
13751,25883,60201,233,8899,3272,9,32.0,32.0,32.0,7111111.11,222222.22,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,8,111111.11,111111.11,0.0,0,48.0,-1,9.0,9.0,9.0,1
47156,7,443,205,43238,3522,182,1441.0,1441.0,1441.0,15835164.84,10989.01,182.0,0.0,182.0,182.0,0.0,0.0,0.0,0.0,0.0,32,5494.51,5494.51,0.0,0,2161.5,252,182.0,182.0,182.0,1
12682,25883,9020,203,49784,2706,413,0.0,0.0,0.0,0.0,4842.62,413.0,0.0,413.0,413.0,0.0,413.0,413.0,0.0,413.0,64,0.0,4842.62,0.0,0,0.0,32746,413.0,413.0,413.0,0
64032,25891,1900,317,1900,3321,119,147.0,167.0,167.0,2638655.46,16806.72,119.0,0.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,8,8403.36,8403.36,11.55,0,240.5,-1,119.0,119.0,119.0,1
12447,25883,56361,203,10101,3358,299,3230.0,1430.0,1430.0,15585284.28,13377.93,99.67,34.3,139.0,76.0,215.0,0.0,0.0,0.0,0.0,8,10033.44,3344.48,474.05,0,1522.5,-1,99.67,139.0,76.0,1
12712,25886,53242,200,9020,3940,161,0.0,0.0,0.0,0.0,18633.54,80.5,9.19,87.0,74.0,74.0,0.0,0.0,0.0,0.0,32,12422.36,6211.18,0.0,0,0.0,32679,80.5,87.0,74.0,1
63115,25889,51252,283,443,3378,158,0.0,0.0,0.0,0.0,18987.34,79.0,9.9,86.0,72.0,72.0,0.0,0.0,0.0,0.0,44,12658.23,6329.11,0.0,0,0.0,8148,79.0,86.0,72.0,1
62372,25889,60098,233,8899,3231,36,192.0,32.0,32.0,6222222.22,194444.44,6.0,3.9,13.0,1.0,23.0,0.0,0.0,0.0,0.0,8,166666.67,27777.78,0.0,0,36.57,-1,7.0,13.0,5.0,1
12722,25886,56266,200,9020,1332,121,0.0,2776.0,1388.0,22942148.76,16528.93,121.0,0.0,121.0,121.0,0.0,121.0,121.0,0.0,121.0,64,0.0,16528.93,0.0,0,2082.0,1869,121.0,121.0,121.0,1
47158,9,443,205,51875,2944,75,1448.0,1448.0,1448.0,38613333.33,26666.67,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,32,13333.33,13333.33,0.0,0,2172.0,252,75.0,75.0,75.0,1
12682,25883,9020,203,49784,2836,151,0.0,0.0,0.0,0.0,19867.55,75.5,2.12,77.0,74.0,0.0,151.0,75.5,2.12,77.0,96,0.0,19867.55,0.0,0,0.0,32683,75.5,77.0,74.0,0
62338,25889,60066,233,8011,3436,4,35.0,35.0,35.0,17500000.0,500000.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8,250000.0,250000.0,0.0,0,52.5,-1,4.0,4.0,4.0,1
304,25889,42627,188,443,150,117,0.0,2896.0,1448.0,24752136.75,17094.02,117.0,0.0,117.0,117.0,0.0,117.0,117.0,0.0,117.0,64,0.0,17094.02,0.0,0,2172.0,39,117.0,117.0,117.0,1
47156,7,443,205,43238,3422,142,0.0,0.0,0.0,0.0,14084.51,142.0,0.0,142.0,142.0,0.0,142.0,142.0,0.0,142.0,88,0.0,14084.51,0.0,0,0.0,8122,142.0,142.0,142.0,1
13708,25883,60158,233,8899,3264,24,96.0,32.0,32.0,5333333.33,166666.67,8.0,2.65,10.0,5.0,15.0,0.0,0.0,0.0,0.0,8,125000.0,41666.67,0.0,0,40.0,-1,8.0,10.0,5.0,1
12695,25886,52739,200,9020,2399,162,0.0,2806.0,1388.0,17320987.65,18518.52,81.0,9.9,88.0,74.0,0.0,162.0,81.0,9.9,88.0,96,0.0,18518.52,679.0,0,1398.0,1869,81.0,88.0,74.0,1
63623,25889,46647,294,443,3545,119,0.0,37.0,37.0,310924.37,16806.72,119.0,0.0,119.0,119.0,0.0,119.0,119.0,0.0,119.0,40,0.0,16806.72,21.36,0,37.0,17779,0.0,0.0,0.0,1
21572,33431,8246,200,554,3626,2859,0.0,0.0,0.0,0.0,699.55,2859.0,0.0,2859.0,2859.0,0.0,2859.0,2859.0,0.0,2859.0,44,0.0,699.55,0.0,0,0.0,14600,2859.0,2859.0,2859.0,1
47156,7,443,205,43238,3328,85,1441.0,1441.0,1441.0,33905882.35,23529.41,85.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,32,11764.71,11764.71,0.0,0,2161.5,252,85.0,85.0,85.0,1
12447,25883,56361,203,10101,3406,270,2860.0,1430.0,1430.0,15888888.89,11111.11,135.0,80.61,192.0,78.0,192.0,0.0,0.0,0.0,0.0,8,7407.41,3703.7,0.0,0,1906.67,-1,135.0,192.0,78.0,1
12690,25886,52717,200,9020,1879,150,0.0,0.0,0.0,0.0,20000.0,75.0,1.41,76.0,74.0,74.0,0.0,0.0,0.0,0.0,32,13333.33,6666.67,0.0,0,0.0,32679,75.0,76.0,74.0,1
29859,41704,4882,200,554,3676,6268,0.0,0.0,0.0,0.0,319.08,6268.0,0.0,6268.0,6268.0,0.0,6268.0,6268.0,0.0,6268.0,44,0.0,319.08,0.0,0,0.0,14600,6268.0,6268.0,6268.0,1
47159,25889,46201,14,80,3582,80,0.0,2896.0,1448.0,36200000.0,25000.0,80.0,0.0,80.0,80.0,0.0,80.0,80.0,0.0,80.0,64,0.0,25000.0,0.0,0,2172.0,235,80.0,80.0,80.0,1
477,25881,80,201,53171,2639,137,1448.0,1448.0,1448.0,21138686.13,14598.54,137.0,0.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0,32,7299.27,7299.27,0.0,0,2172.0,4344,137.0,137.0,137.0,0
12447,25883,56361,203,10101,3363,294,0.0,184.0,40.0,625850.34,17006.8,73.5,1.0,74.0,72.0,0.0,294.0,73.5,1.0,74.0,40,0.0,17006.8,4.13,0,44.8,-1,73.5,74.0,72.0,1
63115,25889,51252,283,443,3349,238,0.0,2896.0,1448.0,12168067.23,8403.36,238.0,0.0,238.0,238.0,0.0,238.0,238.0,0.0,238.0,64,0.0,8403.36,0.0,0,2172.0,139,238.0,238.0,238.0,1
